Home_Team,Away_Team,Home_Score,Away_Score,Home_xG,Away_xG,League
Plymouth Argyle,Middlesbrough,3,3,2.9,1.9,Championship
Sunderland,Norwich City,2,1,0.8,0.7,Championship
West Brom,Bristol City,2,0,1.8,0.7,Championship
Watford,Portsmouth,2,1,1.5,0.2,Championship
Norwich City,Millwall,2,1,2.0,0.4,Championship
Middlesbrough,Sheffield Weds,3,3,1.2,1.8,Championship
Preston,Hull City,1,0,0.6,0.7,Championship
Oxford United,Cardiff City,3,2,1.5,0.6,Championship
Coventry City,Plymouth Argyle,4,0,2.0,0.3,Championship
Blackburn,Sunderland,2,2,1.9,1.2,Championship
Sheffield Utd,Burnley,0,2,0.8,0.7,Championship
Bristol City,Luton Town,1,0,0.3,0.7,Championship
Swansea City,QPR,3,0,1.6,0.4,Championship
Derby County,West Brom,2,1,0.7,1.3,Championship
Stoke City,Leeds United,0,2,0.3,2.2,Championship
Sheffield Utd,West Brom,1,1,1.3,1.0,Championship
Norwich City,QPR,1,1,2.1,0.2,Championship
Preston,Sheffield Weds,3,1,3.1,1.1,Championship
Watford,Cardiff City,1,2,1.0,1.5,Championship
Oxford United,Plymouth Argyle,2,0,1.1,0.6,Championship
Blackburn,Hull City,0,1,1.2,1.1,Championship
Stoke City,Sunderland,1,0,0.8,2.0,Championship
Swansea City,Luton Town,2,1,2.2,0.6,Championship
Coventry City,Millwall,0,0,0.4,0.6,Championship
Bristol City,Portsmouth,3,0,3.0,0.2,Championship
Derby County,Leeds United,0,1,0.3,2.6,Championship
Middlesbrough,Burnley,0,0,0.5,0.6,Championship
Plymouth Argyle,Bristol City,2,2,1.6,1.7,Championship
QPR,Watford,3,1,1.5,0.7,Championship
Millwall,Oxford United,0,1,0.9,0.7,Championship
Portsmouth,Swansea City,4,0,1.7,1.1,Championship
Cardiff City,Coventry City,1,1,1.1,2.3,Championship
Luton Town,Norwich City,0,1,1.0,0.5,Championship
West Brom,Preston,3,1,1.1,0.9,Championship
Leeds United,Blackburn,1,1,1.2,0.5,Championship
Sheffield Weds,Derby County,4,2,2.1,2.5,Championship
Burnley,Stoke City,0,0,1.4,1.2,Championship
Hull City,Middlesbrough,0,1,0.3,0.9,Championship
Sunderland,Sheffield Utd,2,1,1.0,1.6,Championship
Stoke City,Plymouth Argyle,0,0,1.0,0.1,Championship
Blackburn,Burnley,0,1,0.9,0.2,Championship
Swansea City,West Brom,1,1,0.9,1.1,Championship
Hull City,Leeds United,3,3,2.3,1.8,Championship
Bristol City,Derby County,1,0,1.3,0.4,Championship
Watford,Sheffield Utd,1,2,1.5,1.1,Championship
Norwich City,Coventry City,2,1,2.0,1.1,Championship
Sheffield Weds,Millwall,2,2,1.9,1.3,Championship
Preston,Oxford United,1,1,2.1,0.6,Championship
Middlesbrough,Cardiff City,1,1,0.8,0.5,Championship
Sunderland,Portsmouth,1,0,2.3,0.5,Championship
QPR,Luton Town,2,1,2.2,2.1,Championship
Cardiff City,Watford,1,1,0.7,1.0,Championship
Plymouth Argyle,Oxford United,1,1,0.6,0.4,Championship
Blackburn,Portsmouth,3,0,1.3,1.1,Championship
Burnley,Sunderland,0,0,0.7,2.8,Championship
Millwall,Hull City,0,1,0.7,0.6,Championship
Cardiff City,Swansea City,3,0,0.8,0.3,Championship
Plymouth Argyle,QPR,0,1,0.2,2.8,Championship
Portsmouth,Middlesbrough,2,1,0.9,1.6,Championship
Luton Town,Preston,0,0,0.5,0.0,Championship
Sheffield Utd,Norwich City,2,0,2.0,0.3,Championship
Oxford United,Blackburn,1,0,1.3,0.9,Championship
West Brom,Stoke City,1,1,1.7,1.0,Championship
Coventry City,Bristol City,1,0,0.9,0.9,Championship
Derby County,Watford,0,2,1.4,1.8,Championship
Leeds United,Sheffield Weds,3,0,1.9,0.4,Championship
Swansea City,Sheffield Utd,1,2,1.4,1.8,Championship
Derby County,Sunderland,0,1,0.7,0.6,Championship
Oxford United,Luton Town,3,2,0.9,0.7,Championship
Watford,Preston,1,2,0.4,2.4,Championship
Middlesbrough,West Brom,2,0,1.0,0.9,Championship
Blackburn,Coventry City,0,2,0.9,1.8,Championship
Hull City,QPR,1,2,1.1,1.3,Championship
Millwall,Cardiff City,2,2,0.7,1.0,Championship
Leeds United,Norwich City,2,0,1.3,0.1,Championship
Portsmouth,Stoke City,3,1,2.1,0.5,Championship
Sheffield Weds,Bristol City,2,2,1.0,1.0,Championship
Plymouth Argyle,Burnley,0,5,0.4,2.9,Championship
Sheffield Utd,Hull City,0,3,1.3,0.4,Championship
Luton Town,Millwall,0,1,1.4,1.6,Championship
Stoke City,Oxford United,0,0,0.4,1.2,Championship
Norwich City,Swansea City,5,1,3.0,1.4,Championship
Sunderland,Plymouth Argyle,2,2,0.6,1.0,Championship
QPR,Sheffield Weds,0,2,0.4,0.8,Championship
Cardiff City,Derby County,2,1,2.2,1.2,Championship
Preston,Middlesbrough,2,1,0.4,1.3,Championship
Bristol City,Blackburn,2,1,1.9,1.9,Championship
Coventry City,Watford,2,1,1.3,0.6,Championship
West Brom,Portsmouth,5,1,3.0,1.6,Championship
Burnley,Leeds United,0,0,0.2,0.4,Championship
Portsmouth,Millwall,0,1,1.1,1.3,Championship
Blackburn,Preston,2,1,1.7,0.8,Championship
Oxford United,Bristol City,1,1,1.0,0.6,Championship
Plymouth Argyle,West Brom,2,1,1.6,2.0,Championship
Watford,Norwich City,0,1,0.7,2.3,Championship
Hull City,Stoke City,1,2,1.7,1.2,Championship
Derby County,Sheffield Utd,0,1,0.8,0.9,Championship
Portsmouth,Burnley,0,0,1.3,0.6,Championship
Millwall,QPR,2,1,0.7,0.8,Championship
Leeds United,Cardiff City,7,0,5.7,0.1,Championship
Sheffield Weds,Luton Town,1,1,2.7,0.4,Championship
Swansea City,Coventry City,0,2,0.2,1.7,Championship
Middlesbrough,Sunderland,2,3,1.4,2.1,Championship
Burnley,Oxford United,1,0,1.5,0.3,Championship
QPR,Blackburn,2,1,1.3,1.5,Championship
Coventry City,Leeds United,0,2,0.5,3.6,Championship
Sunderland,Watford,2,2,2.9,1.3,Championship
West Brom,Sheffield Weds,2,1,1.6,1.4,Championship
Sheffield Utd,Portsmouth,2,1,1.3,3.1,Championship
Norwich City,Derby County,1,1,0.7,1.1,Championship
Bristol City,Swansea City,0,1,1.0,1.8,Championship
Derby County,Oxford United,0,0,0.8,0.3,Championship
Watford,Leeds United,0,4,0.5,2.0,Championship
Portsmouth,Cardiff City,2,1,1.5,0.8,Championship
Coventry City,QPR,1,0,1.1,0.8,Championship
Norwich City,Preston,0,1,0.7,1.0,Championship
Swansea City,Sheffield Weds,0,1,0.2,0.8,Championship
Sunderland,Luton Town,2,0,1.3,0.3,Championship
Plymouth Argyle,Millwall,5,1,2.6,0.8,Championship
Burnley,Hull City,2,0,1.5,0.3,Championship
Bristol City,Stoke City,2,0,1.5,0.3,Championship
Sheffield Utd,Middlesbrough,3,1,2.6,1.3,Championship
West Brom,Blackburn,0,2,0.6,0.7,Championship
QPR,Derby County,4,0,0.9,0.8,Championship
Oxford United,Portsmouth,0,2,1.4,1.5,Championship
Preston,Burnley,0,0,0.3,1.0,Championship
Cardiff City,Bristol City,1,1,1.7,1.4,Championship
Millwall,West Brom,1,1,0.7,0.4,Championship
Stoke City,Swansea City,3,1,0.9,0.8,Championship
Hull City,Norwich City,1,1,0.9,1.3,Championship
Luton Town,Sheffield Utd,0,1,1.4,1.8,Championship
Blackburn,Plymouth Argyle,2,0,2.2,1.5,Championship
Middlesbrough,Watford,0,1,1.0,1.6,Championship
Sheffield Weds,Coventry City,1,2,1.5,1.4,Championship
Leeds United,Sunderland,2,1,2.0,0.5,Championship
Preston,Millwall,1,1,1.3,0.3,Championship
Luton Town,Plymouth Argyle,1,1,1.7,0.2,Championship
Bristol City,Middlesbrough,2,1,2.3,1.3,Championship
Burnley,Sheffield Weds,4,0,1.6,1.1,Championship
Plymouth Argyle,Cardiff City,1,1,1.0,1.2,Championship
Sunderland,Hull City,0,1,1.1,1.0,Championship
Derby County,Millwall,0,1,0.4,2.2,Championship
West Brom,Oxford United,2,0,2.7,0.3,Championship
Portsmouth,QPR,2,1,1.7,0.8,Championship
Coventry City,Preston,2,1,1.8,1.0,Championship
Norwich City,Stoke City,4,2,2.9,1.7,Championship
Swansea City,Blackburn,3,0,2.1,0.4,Championship
Watford,Luton Town,2,0,2.4,0.7,Championship
Sheffield Utd,Leeds United,1,3,1.0,1.4,Championship
Cardiff City,Hull City,1,0,0.5,0.3,Championship
Stoke City,Middlesbrough,1,3,1.1,2.2,Championship
Sheffield Weds,Sunderland,1,2,1.4,1.0,Championship
Oxford United,Coventry City,2,3,1.5,2.4,Championship
Blackburn,Norwich City,1,1,1.1,0.6,Championship
Leeds United,West Brom,1,1,1.2,0.7,Championship
Middlesbrough,Derby County,1,0,1.0,0.2,Championship
Luton Town,Portsmouth,1,0,0.7,0.5,Championship
Stoke City,Watford,0,0,0.6,0.5,Championship
QPR,Sheffield Utd,1,2,1.4,0.9,Championship
Millwall,Bristol City,0,2,0.9,1.7,Championship
Hull City,Plymouth Argyle,2,0,2.5,0.2,Championship
Preston,Swansea City,0,0,1.9,0.5,Championship
Cardiff City,Burnley,1,2,1.3,1.4,Championship
Norwich City,Oxford United,1,1,1.7,0.4,Championship
Watford,Millwall,1,2,1.4,0.7,Championship
Coventry City,Stoke City,3,2,0.9,2.2,Championship
West Brom,QPR,1,0,0.8,1.1,Championship
Plymouth Argyle,Sheffield Weds,0,3,0.3,1.6,Championship
Burnley,Luton Town,4,0,2.7,0.2,Championship
Swansea City,Middlesbrough,1,0,1.0,0.4,Championship
Bristol City,Hull City,1,1,2.4,0.9,Championship
Sunderland,Cardiff City,2,1,2.3,0.6,Championship
Derby County,Blackburn,2,1,2.0,1.6,Championship
Sheffield Utd,Preston,1,0,1.3,0.3,Championship
Portsmouth,Leeds United,1,0,0.7,2.3,Championship
Norwich City,Sheffield Weds,2,3,1.7,1.9,Championship
Sunderland,Preston,1,1,2.1,0.8,Championship
Derby County,Coventry City,2,0,0.6,0.7,Championship
Burnley,West Brom,1,1,1.5,0.6,Championship
Middlesbrough,QPR,2,1,1.1,0.9,Championship
Cardiff City,Luton Town,1,2,0.7,1.0,Championship
Sheffield Utd,Bristol City,1,1,1.4,1.5,Championship
Leeds United,Millwall,2,0,0.9,0.2,Championship
Watford,Swansea City,1,0,0.6,0.7,Championship
Portsmouth,Plymouth Argyle,1,2,1.7,0.3,Championship
Hull City,Oxford United,2,1,1.7,0.6,Championship
Stoke City,Blackburn,1,0,1.6,0.6,Championship
Bristol City,Norwich City,2,1,1.1,2.6,Championship
QPR,Leeds United,2,2,0.8,1.4,Championship
Millwall,Stoke City,1,0,1.2,0.7,Championship
West Brom,Hull City,1,1,1.0,1.2,Championship
Luton Town,Middlesbrough,0,0,2.4,0.3,Championship
Preston,Portsmouth,2,1,2.4,0.6,Championship
Oxford United,Watford,1,0,0.6,1.3,Championship
Coventry City,Sunderland,3,0,2.8,0.6,Championship
Blackburn,Cardiff City,1,2,0.5,0.8,Championship
Plymouth Argyle,Derby County,2,3,1.0,0.9,Championship
Swansea City,Burnley,0,2,0.5,1.8,Championship
Sheffield Weds,Sheffield Utd,0,1,1.3,1.3,Championship
Sheffield Utd,Coventry City,3,1,1.6,1.1,Championship
Hull City,Luton Town,0,1,0.7,0.7,Championship
Watford,Plymouth Argyle,0,0,1.9,0.6,Championship
Burnley,Bristol City,1,0,1.9,0.3,Championship
Norwich City,West Brom,1,0,0.9,1.1,Championship
Cardiff City,Sheffield Weds,1,1,1.7,0.4,Championship
Leeds United,Swansea City,2,2,1.4,1.6,Championship
Portsmouth,Blackburn,1,0,0.3,0.6,Championship
Sunderland,Millwall,1,0,2.1,0.8,Championship
Middlesbrough,Oxford United,2,1,2.4,1.4,Championship
Stoke City,QPR,3,1,1.5,0.5,Championship
