team,players_used,avg_age,possession,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,league
Nott'ham Forest,23,26.9,40.0,29,319,"2,610",29.0,48,34,82,45,3,3,64,2,36.5,34.2,26.6,60.8,486,839,1.66,1.17,2.83,1.55,2.72,1.26,0.92,2.18,1.18,2.10,Premier League
Southampton,34,26.0,50.4,29,319,"2,610",29.0,20,12,32,20,0,2,75,3,27.0,25.2,20.3,45.6,518,910,0.69,0.41,1.10,0.69,1.10,0.93,0.70,1.63,0.87,1.57,Premier League
Tottenham,31,25.9,56.8,29,319,"2,610",29.0,52,41,93,51,1,2,54,1,47.3,45.7,36.7,82.4,671,1294,1.79,1.41,3.21,1.76,3.17,1.63,1.27,2.90,1.58,2.84,Premier League
West Ham,27,28.9,47.0,29,319,"2,610",29.0,31,18,49,28,3,3,63,3,36.6,34.3,25.6,59.9,482,925,1.07,0.62,1.69,0.97,1.59,1.26,0.88,2.14,1.18,2.06,Premier League
Wolves,28,27.6,47.8,29,319,"2,610",29.0,40,34,74,40,0,0,63,2,31.6,31.6,26.0,57.6,459,926,1.38,1.17,2.55,1.38,2.55,1.09,0.90,1.99,1.09,1.99,Premier League
Atalanta,32,27.8,55.7,30,330,"2,700",30.0,61,42,103,57,4,6,56,1,51.3,46.6,36.5,83.1,711,1417,2.03,1.40,3.43,1.90,3.30,1.71,1.22,2.93,1.55,2.77,Serie A
Bologna,30,27.0,58.0,30,330,"2,700",30.0,49,37,86,43,6,7,46,3,41.2,35.7,28.3,64.0,526,1184,1.63,1.23,2.87,1.43,2.67,1.37,0.94,2.32,1.19,2.13,Serie A
Cagliari,26,27.3,45.3,30,330,"2,700",30.0,29,23,52,26,3,3,54,3,35.5,33.2,25.9,59.1,409,926,0.97,0.77,1.73,0.87,1.63,1.18,0.86,2.05,1.11,1.97,Serie A
Como,38,27.0,54.0,30,330,"2,700",30.0,31,27,58,31,0,2,72,6,34.6,33.1,27.7,60.8,514,1038,1.03,0.90,1.93,1.03,1.93,1.15,0.92,2.07,1.10,2.03,Serie A
Empoli,33,26.2,40.8,30,330,"2,700",30.0,23,14,37,21,2,3,53,4,26.4,24.1,18.7,42.8,332,759,0.77,0.47,1.23,0.70,1.17,0.88,0.62,1.51,0.80,1.43,Serie A
Fiorentina,34,26.9,49.3,30,330,"2,700",30.0,46,30,76,40,6,8,62,2,37.7,31.4,25.6,57.0,486,977,1.53,1.00,2.53,1.33,2.33,1.26,0.85,2.11,1.05,1.90,Serie A
Genoa,34,27.0,45.5,30,330,"2,700",30.0,27,21,48,27,0,2,59,0,30.6,28.9,22.7,51.6,369,819,0.90,0.70,1.60,0.90,1.60,1.02,0.76,1.77,0.96,1.72,Serie A
Hellas Verona,32,25.8,37.9,30,330,"2,700",30.0,26,17,43,24,2,2,79,8,28.1,26.5,20.7,47.2,359,781,0.87,0.57,1.43,0.80,1.37,0.94,0.69,1.63,0.88,1.57,Serie A
Inter,25,30.1,59.4,30,330,"2,700",30.0,64,49,113,58,6,7,41,1,55.1,50.0,39.4,89.3,553,1392,2.13,1.63,3.77,1.93,3.57,1.84,1.31,3.15,1.67,2.98,Serie A
Juventus,29,25.4,58.4,30,330,"2,700",30.0,44,30,74,39,5,5,51,1,41.3,37.5,28.4,65.9,651,1201,1.47,1.00,2.47,1.30,2.30,1.38,0.95,2.32,1.25,2.20,Serie A
Lazio,26,27.9,54.6,30,330,"2,700",30.0,50,36,86,45,5,6,70,4,45.5,41.1,30.5,71.6,621,1214,1.67,1.20,2.87,1.50,2.70,1.52,1.02,2.54,1.37,2.39,Serie A
Lecce,30,26.7,44.8,30,330,"2,700",30.0,21,16,37,19,2,3,48,5,27.6,25.4,19.6,45.0,420,858,0.70,0.53,1.23,0.63,1.17,0.92,0.65,1.57,0.85,1.50,Serie A
Milan,34,26.3,54.7,30,330,"2,700",30.0,44,30,74,40,4,8,56,5,51.3,45.1,36.7,81.8,769,1331,1.47,1.00,2.47,1.33,2.33,1.71,1.22,2.93,1.50,2.73,Serie A
Monza,35,27.5,47.9,30,330,"2,700",30.0,23,15,38,20,3,3,73,3,23.3,21.1,16.0,37.1,406,864,0.77,0.50,1.27,0.67,1.17,0.78,0.53,1.31,0.70,1.24,Serie A
Napoli,26,29.3,53.5,30,330,"2,700",30.0,44,32,76,40,4,5,36,0,42.1,38.3,30.9,69.2,583,1256,1.47,1.07,2.53,1.33,2.40,1.40,1.03,2.43,1.28,2.31,Serie A
Parma,32,24.5,45.5,30,330,"2,700",30.0,34,24,58,28,6,7,60,5,34.6,29.1,22.4,51.5,502,897,1.13,0.80,1.93,0.93,1.73,1.15,0.75,1.90,0.97,1.72,Serie A
Roma,28,27.2,55.9,30,330,"2,700",30.0,44,27,71,37,7,7,55,1,44.2,38.7,28.8,67.5,573,1224,1.47,0.90,2.37,1.23,2.13,1.47,0.96,2.43,1.29,2.25,Serie A
Torino,28,27.4,47.2,30,330,"2,700",30.0,32,20,52,31,1,2,67,2,26.0,24.5,17.1,41.6,410,874,1.07,0.67,1.73,1.03,1.70,0.87,0.57,1.44,0.82,1.39,Serie A
Udinese,29,27.1,47.2,30,330,"2,700",30.0,36,24,60,34,2,4,70,4,30.0,26.8,20.6,47.4,448,911,1.20,0.80,2.00,1.13,1.93,1.00,0.69,1.69,0.89,1.58,Serie A
Venezia,36,26.1,44.4,30,330,"2,700",30.0,23,12,35,19,4,5,61,1,27.0,23.2,16.1,39.3,394,831,0.77,0.40,1.17,0.63,1.03,0.90,0.54,1.44,0.77,1.31,Serie A
Augsburg,28,27.5,43.4,27,297,"2,430",27.0,30,22,52,29,1,2,69,2,26.3,24.7,18.8,43.6,352,889,1.11,0.81,1.93,1.07,1.89,0.97,0.70,1.67,0.92,1.61,Bundesliga
Bayern Munich,27,28.4,68.9,27,297,"2,430",27.0,76,49,125,67,9,10,43,1,67.2,59.5,47.9,107.4,658,1698,2.81,1.81,4.63,2.48,4.30,2.49,1.77,4.26,2.20,3.98,Bundesliga
Bochum,26,28.8,43.7,27,297,"2,430",27.0,27,20,47,26,1,2,57,1,32.6,31.0,24.0,55.0,294,824,1.00,0.74,1.74,0.96,1.70,1.21,0.89,2.09,1.15,2.04,Bundesliga
Dortmund,28,27.3,60.4,27,297,"2,430",27.0,46,35,81,42,4,4,64,6,46.2,43.1,36.2,79.3,564,1281,1.70,1.30,3.00,1.56,2.85,1.71,1.34,3.05,1.60,2.94,Bundesliga
Eint Frankfurt,26,25.7,49.5,27,297,"2,430",27.0,55,35,90,52,3,5,43,1,52.6,48.9,35.1,84.1,479,1079,2.04,1.30,3.33,1.93,3.22,1.95,1.30,3.25,1.81,3.11,Bundesliga
Freiburg,26,28.0,48.8,27,297,"2,430",27.0,35,26,61,35,0,4,45,2,34.9,31.7,23.3,55.0,344,907,1.30,0.96,2.26,1.30,2.26,1.29,0.86,2.15,1.18,2.04,Bundesliga
Gladbach,26,27.3,50.5,27,297,"2,430",27.0,43,32,75,40,3,4,47,3,42.2,39.0,32.1,71.0,424,911,1.59,1.19,2.78,1.48,2.67,1.56,1.19,2.75,1.44,2.63,Bundesliga
Heidenheim,26,27.6,43.0,27,297,"2,430",27.0,32,21,53,27,5,5,54,1,33.4,29.5,22.9,52.4,407,765,1.19,0.78,1.96,1.00,1.78,1.24,0.85,2.08,1.09,1.94,Bundesliga
Hoffenheim,34,27.1,50.1,27,297,"2,430",27.0,33,19,52,30,3,3,50,1,33.8,31.5,25.9,57.4,393,1013,1.22,0.70,1.93,1.11,1.81,1.25,0.96,2.21,1.17,2.13,Bundesliga
Holstein Kiel,27,26.2,44.4,27,297,"2,430",27.0,38,22,60,35,3,4,62,3,30.7,27.5,20.1,47.6,291,721,1.41,0.81,2.22,1.30,2.11,1.14,0.74,1.88,1.02,1.76,Bundesliga
Leverkusen,23,27.7,59.1,27,297,"2,430",27.0,60,45,105,58,2,5,48,1,50.4,46.3,36.8,83.2,538,1371,2.22,1.67,3.89,2.15,3.81,1.87,1.36,3.23,1.72,3.08,Bundesliga
Mainz 05,24,28.2,49.2,27,297,"2,430",27.0,43,31,74,40,3,3,59,4,37.8,35.5,28.7,64.2,359,1001,1.59,1.15,2.74,1.48,2.63,1.40,1.06,2.46,1.31,2.38,Bundesliga
RB Leipzig,29,26.4,52.2,27,297,"2,430",27.0,39,27,66,37,2,3,55,4,37.4,35.1,29.4,64.5,400,1067,1.44,1.00,2.44,1.37,2.37,1.39,1.09,2.48,1.30,2.39,Bundesliga
St. Pauli,27,27.7,43.8,27,297,"2,430",27.0,21,19,40,20,1,2,37,1,28.5,26.9,22.5,49.4,336,851,0.78,0.70,1.48,0.74,1.44,1.06,0.83,1.89,1.00,1.83,Bundesliga
Stuttgart,28,25.5,56.1,27,297,"2,430",27.0,44,31,75,42,2,5,62,4,45.9,42.0,32.4,74.4,423,1154,1.63,1.15,2.78,1.56,2.70,1.70,1.20,2.90,1.56,2.76,Bundesliga
Union Berlin,27,27.8,40.8,27,297,"2,430",27.0,26,17,43,23,3,3,65,1,31.0,28.6,20.6,49.2,314,867,0.96,0.63,1.59,0.85,1.48,1.15,0.76,1.91,1.06,1.82,Bundesliga
Werder Bremen,23,28.3,49.9,27,297,"2,430",27.0,42,30,72,40,2,4,59,4,37.9,35.2,29.0,64.2,383,1082,1.56,1.11,2.67,1.48,2.59,1.40,1.07,2.48,1.30,2.38,Bundesliga
Wolfsburg,25,25.9,45.6,27,297,"2,430",27.0,47,32,79,43,4,5,65,2,38.7,34.7,26.8,61.5,373,944,1.74,1.19,2.93,1.59,2.78,1.44,0.99,2.43,1.28,2.28,Bundesliga
Angers,25,28.4,42.4,27,297,"2,430",27.0,25,14,39,20,5,6,36,2,31.0,26.3,21.1,47.4,405,782,0.93,0.52,1.44,0.74,1.26,1.15,0.78,1.93,0.97,1.75,Ligue 1
Auxerre,28,26.6,42.4,27,297,"2,430",27.0,38,27,65,34,4,5,52,4,35.3,31.6,26.6,58.2,388,883,1.41,1.00,2.41,1.26,2.26,1.31,0.99,2.29,1.17,2.16,Ligue 1
Brest,29,28.8,48.6,27,297,"2,430",27.0,42,24,66,35,7,9,51,2,37.5,30.5,23.1,53.6,367,888,1.56,0.89,2.44,1.30,2.19,1.39,0.86,2.25,1.13,1.99,Ligue 1
Le Havre,31,27.5,42.5,27,297,"2,430",27.0,27,15,42,20,7,8,49,4,33.5,27.0,19.6,46.7,418,837,1.00,0.56,1.56,0.74,1.30,1.24,0.73,1.97,1.00,1.73,Ligue 1
Lens,33,27.9,53.7,27,297,"2,430",27.0,29,17,46,25,4,4,69,7,39.9,36.9,27.4,64.3,431,1134,1.07,0.63,1.70,0.93,1.56,1.48,1.01,2.49,1.37,2.38,Ligue 1
Lille,27,26.6,57.7,27,297,"2,430",27.0,41,22,63,35,6,9,64,1,45.5,39.1,28.8,67.9,546,1310,1.52,0.81,2.33,1.30,2.11,1.68,1.07,2.75,1.45,2.51,Ligue 1
Lyon,27,28.2,56.1,27,297,"2,430",27.0,49,36,85,44,5,7,45,0,47.7,42.2,35.2,77.4,514,1299,1.81,1.33,3.15,1.63,2.96,1.77,1.30,3.07,1.56,2.87,Ligue 1
Marseille,32,27.3,64.2,27,297,"2,430",27.0,53,36,89,47,6,7,51,6,49.3,43.7,35.1,78.8,550,1387,1.96,1.33,3.30,1.74,3.07,1.83,1.30,3.12,1.62,2.92,Ligue 1
Monaco,28,25.0,56.1,27,297,"2,430",27.0,53,42,95,49,4,5,50,3,61.3,57.5,47.2,104.7,540,1339,1.96,1.56,3.52,1.81,3.37,2.27,1.75,4.02,2.13,3.88,Ligue 1
Montpellier,35,27.3,44.9,26,286,"2,385",26.5,21,12,33,18,3,4,74,6,29.2,26.2,20.1,46.3,420,819,0.79,0.45,1.25,0.68,1.13,1.10,0.76,1.86,0.99,1.75,Ligue 1
Nantes,30,27.4,40.2,27,297,"2,430",27.0,31,23,54,27,4,4,55,3,32.7,29.7,23.3,52.9,393,861,1.15,0.85,2.00,1.00,1.85,1.21,0.86,2.07,1.10,1.96,Ligue 1
Nice,30,27.1,46.7,27,297,"2,430",27.0,47,32,79,42,5,5,51,5,46.7,42.8,32.5,75.3,540,987,1.74,1.19,2.93,1.56,2.74,1.73,1.20,2.93,1.59,2.79,Ligue 1
Paris S-G,25,24.4,67.2,27,297,"2,430",27.0,76,57,133,71,5,5,30,0,72.7,68.8,57.8,126.5,746,1633,2.81,2.11,4.93,2.63,4.74,2.69,2.14,4.83,2.55,4.69,Ligue 1
Reims,33,25.4,44.6,27,297,"2,430",27.0,28,15,43,27,1,2,56,5,30.1,28.5,20.1,48.6,476,952,1.04,0.56,1.59,1.00,1.56,1.11,0.74,1.86,1.06,1.80,Ligue 1
Rennes,35,26.0,50.4,27,297,"2,430",27.0,38,22,60,33,5,7,55,2,36.7,31.6,21.5,53.1,530,1154,1.41,0.81,2.22,1.22,2.04,1.36,0.80,2.16,1.17,1.97,Ligue 1
Saint-Étienne,32,26.5,46.1,26,286,"2,385",26.5,26,18,44,23,3,3,52,2,28.0,25.7,19.1,44.8,419,910,0.98,0.68,1.66,0.87,1.55,1.06,0.72,1.78,0.97,1.69,Ligue 1
Strasbourg,30,22.1,49.8,27,297,"2,430",27.0,44,34,78,42,2,2,58,1,39.5,37.9,30.2,68.1,439,935,1.63,1.26,2.89,1.56,2.81,1.46,1.12,2.58,1.41,2.52,Ligue 1
Toulouse,27,25.9,46.0,27,297,"2,430",27.0,33,25,58,30,3,4,41,1,40.3,37.2,27.8,65.0,444,998,1.22,0.93,2.15,1.11,2.04,1.49,1.03,2.52,1.38,2.41,Ligue 1
Alavés,29,27.2,45.6,29,319,"2,610",29.0,32,17,49,26,6,8,80,4,33.9,27.6,19.9,47.5,356,886,1.10,0.59,1.69,0.90,1.48,1.17,0.69,1.85,0.95,1.64,La Liga
Athletic Club,30,27.6,49.3,29,319,"2,610",29.0,46,36,82,44,2,5,51,3,43.2,39.3,29.5,68.8,548,1262,1.59,1.24,2.83,1.52,2.76,1.49,1.02,2.51,1.35,2.37,La Liga
Atlético Madrid,24,29.1,51.7,29,319,"2,610",29.0,47,37,84,44,3,4,65,3,46.1,43.1,35.0,78.1,558,1163,1.62,1.28,2.90,1.52,2.79,1.59,1.21,2.80,1.49,2.69,La Liga
Barcelona,27,25.3,67.1,29,319,"2,610",29.0,80,58,138,75,5,6,49,3,70.9,66.2,54.7,120.9,659,1639,2.76,2.00,4.76,2.59,4.59,2.44,1.89,4.33,2.28,4.17,La Liga
Betis,35,28.1,52.3,29,319,"2,610",29.0,38,23,61,32,6,9,63,4,44.8,37.8,29.5,67.3,489,1115,1.31,0.79,2.10,1.10,1.90,1.54,1.02,2.56,1.30,2.32,La Liga
Celta Vigo,30,27.7,54.0,29,319,"2,610",29.0,41,28,69,35,6,7,70,5,39.8,34.4,29.0,63.4,525,1265,1.41,0.97,2.38,1.21,2.17,1.37,1.00,2.37,1.19,2.18,La Liga
Espanyol,26,26.0,38.8,28,308,"2,520",28.0,25,18,43,22,3,3,71,0,21.7,19.3,14.8,34.2,352,714,0.89,0.64,1.54,0.79,1.43,0.78,0.53,1.30,0.69,1.22,La Liga
Getafe,30,28.3,42.8,29,319,"2,610",29.0,26,13,39,21,5,5,91,3,26.8,23.0,15.5,38.5,288,775,0.90,0.45,1.34,0.72,1.17,0.93,0.54,1.46,0.79,1.33,La Liga
Girona,29,28.0,56.4,29,319,"2,610",29.0,36,27,63,32,4,5,64,2,33.2,29.4,23.7,53.1,571,1309,1.24,0.93,2.17,1.10,2.03,1.15,0.82,1.96,1.01,1.83,La Liga
Las Palmas,30,27.8,50.0,29,319,"2,610",29.0,31,22,53,29,2,3,89,4,27.5,25.1,19.9,45.1,371,919,1.07,0.76,1.83,1.00,1.76,0.95,0.69,1.64,0.87,1.55,La Liga
Leganés,26,28.6,41.8,29,319,"2,610",29.0,28,21,49,24,4,6,62,5,25.6,20.9,16.1,37.0,299,745,0.97,0.72,1.69,0.83,1.55,0.88,0.56,1.44,0.72,1.28,La Liga
Mallorca,28,29.4,47.0,29,319,"2,610",29.0,27,18,45,23,4,5,63,6,33.4,29.5,22.6,52.1,388,931,0.93,0.62,1.55,0.79,1.41,1.15,0.78,1.93,1.02,1.80,La Liga
Osasuna,24,28.2,46.0,29,319,"2,610",29.0,31,16,47,24,7,7,71,0,30.8,26.0,20.1,46.1,433,938,1.07,0.55,1.62,0.83,1.38,1.06,0.69,1.76,0.90,1.59,La Liga
Rayo Vallecano,25,29.8,50.7,29,319,"2,610",29.0,31,24,55,31,0,0,74,3,34.9,34.9,28.3,63.2,434,1019,1.07,0.83,1.90,1.07,1.90,1.20,0.98,2.18,1.20,2.18,La Liga
Real Madrid,26,27.6,60.8,29,319,"2,610",29.0,62,43,105,53,9,11,45,3,55.9,47.6,39.5,87.1,738,1522,2.14,1.48,3.62,1.83,3.31,1.93,1.36,3.29,1.64,3.00,La Liga
Real Sociedad,31,26.0,54.3,29,319,"2,610",29.0,26,19,45,24,2,2,68,4,30.8,29.3,24.1,53.4,508,1057,0.90,0.66,1.55,0.83,1.48,1.06,0.83,1.90,1.01,1.84,La Liga
Sevilla,34,26.8,51.7,29,319,"2,610",29.0,30,26,56,29,1,2,78,5,30.1,28.5,21.4,49.9,458,874,1.03,0.90,1.93,1.00,1.90,1.04,0.74,1.77,0.98,1.72,La Liga
Valencia,32,25.3,47.3,29,319,"2,610",29.0,32,21,53,29,3,3,63,1,32.2,29.8,23.5,53.2,439,1016,1.10,0.72,1.83,1.00,1.72,1.11,0.81,1.92,1.03,1.84,La Liga
Valladolid,33,26.2,43.0,29,319,"2,610",29.0,19,12,31,16,3,3,81,4,24.6,22.3,18.4,40.7,361,755,0.66,0.41,1.07,0.55,0.97,0.85,0.64,1.48,0.77,1.40,La Liga
Villarreal,28,27.6,48.9,28,308,"2,520",28.0,49,32,81,44,5,7,75,2,49.0,43.4,36.1,79.5,518,1169,1.75,1.14,2.89,1.57,2.71,1.75,1.29,3.04,1.55,2.84,La Liga
Blackburn,32,27.7,48.9,39,429,"3,510",39.0,41,32,73,38,3,3,84,3,45.5,43.2,33.2,76.4,523,1172,1.05,0.82,1.87,0.97,1.79,1.17,0.85,2.02,1.11,1.96,Championship
Bristol City,24,26.2,50.1,39,429,"3,510",39.0,49,33,82,46,3,3,68,3,52.5,50.1,37.7,87.9,611,1456,1.26,0.85,2.10,1.18,2.03,1.35,0.97,2.31,1.29,2.25,Championship
Burnley,37,25.5,56.1,39,429,"3,510",39.0,50,34,84,47,3,3,70,3,46.0,43.7,32.3,76.0,691,1467,1.28,0.87,2.15,1.21,2.08,1.18,0.83,2.01,1.12,1.95,Championship
Cardiff City,31,27.7,46.7,39,429,"3,510",39.0,41,27,68,41,0,1,70,3,39.4,38.4,27.3,65.7,538,1265,1.05,0.69,1.74,1.05,1.74,1.01,0.70,1.71,0.99,1.68,Championship
Coventry City,26,25.9,54.5,39,429,"3,510",39.0,55,41,96,53,2,4,60,0,59.0,56.0,43.5,99.5,671,1473,1.41,1.05,2.46,1.36,2.41,1.51,1.12,2.63,1.44,2.55,Championship
Derby County,31,28.4,44.5,38,418,"3,420",38.0,36,23,59,34,2,2,73,0,37.9,36.3,23.2,59.5,480,1037,0.95,0.61,1.55,0.89,1.50,1.00,0.61,1.61,0.96,1.57,Championship
Hull City,37,25.8,50.5,39,429,"3,510",39.0,35,22,57,33,2,3,69,2,44.5,42.0,33.7,75.6,695,1235,0.90,0.56,1.46,0.85,1.41,1.14,0.86,2.00,1.08,1.94,Championship
Leeds United,26,26.0,60.8,39,429,"3,510",39.0,74,53,127,71,3,4,59,0,71.8,68.7,53.9,122.6,818,1904,1.90,1.36,3.26,1.82,3.18,1.84,1.38,3.22,1.76,3.14,Championship
Luton Town,37,27.3,45.0,39,429,"3,510",39.0,33,23,56,31,2,2,79,6,42.9,41.5,31.2,72.7,471,1090,0.85,0.59,1.44,0.79,1.38,1.10,0.80,1.90,1.06,1.87,Championship
Middlesbrough,33,26.1,55.3,39,429,"3,510",39.0,57,43,100,53,4,5,62,2,57.3,53.4,43.4,96.8,766,1788,1.46,1.10,2.56,1.36,2.46,1.47,1.11,2.58,1.37,2.48,Championship
Millwall,33,27.6,43.6,39,429,"3,510",39.0,37,24,61,35,2,4,70,1,43.4,40.5,29.2,69.8,399,1153,0.95,0.62,1.56,0.90,1.51,1.11,0.75,1.86,1.04,1.79,Championship
Norwich City,35,25.8,57.5,39,429,"3,510",39.0,58,47,105,57,1,2,73,2,55.7,54.1,42.1,96.3,593,1340,1.49,1.21,2.69,1.46,2.67,1.43,1.08,2.51,1.39,2.47,Championship
Oxford United,32,27.3,44.6,39,429,"3,510",39.0,40,32,72,40,0,0,63,0,35.2,35.2,28.9,64.0,418,910,1.03,0.82,1.85,1.03,1.85,0.90,0.74,1.64,0.90,1.64,Championship
Plymouth Argyle,34,25.9,44.9,39,429,"3,510",39.0,36,21,57,33,3,3,75,5,31.8,29.5,20.8,50.4,471,1023,0.92,0.54,1.46,0.85,1.38,0.82,0.53,1.35,0.76,1.29,Championship
Portsmouth,36,27.2,44.7,39,429,"3,510",39.0,46,27,73,42,4,5,92,1,44.8,40.9,29.8,70.7,434,1089,1.18,0.69,1.87,1.08,1.77,1.15,0.76,1.91,1.05,1.81,Championship
Preston,27,27.4,47.6,38,418,"3,420",38.0,38,28,66,36,2,2,101,5,42.9,41.3,34.0,75.3,469,1141,1.00,0.74,1.74,0.95,1.68,1.13,0.89,2.02,1.09,1.98,Championship
QPR,28,27.0,46.6,39,429,"3,510",39.0,42,28,70,40,2,3,79,3,41.5,39.2,30.0,69.1,486,1026,1.08,0.72,1.79,1.03,1.74,1.06,0.77,1.83,1.00,1.77,Championship
Sheffield Utd,33,25.4,50.0,39,429,"3,510",39.0,52,34,86,49,3,5,84,2,51.9,48.0,38.2,86.2,534,1357,1.33,0.87,2.21,1.26,2.13,1.33,0.98,2.31,1.23,2.21,Championship
Sheffield Weds,28,27.7,47.1,39,429,"3,510",39.0,50,39,89,48,2,4,73,2,51.9,48.7,38.5,87.2,570,1279,1.28,1.00,2.28,1.23,2.23,1.33,0.99,2.32,1.25,2.24,Championship
Stoke City,32,24.7,46.9,39,429,"3,510",39.0,40,28,68,36,4,5,93,0,44.4,40.4,30.5,70.9,527,1132,1.03,0.72,1.74,0.92,1.64,1.14,0.78,1.92,1.04,1.82,Championship
Sunderland,29,24.2,48.8,39,429,"3,510",39.0,53,37,90,52,1,5,85,3,53.9,49.9,38.0,87.9,773,1549,1.36,0.95,2.31,1.33,2.28,1.38,0.97,2.36,1.28,2.25,Championship
Swansea City,26,26.2,58.2,39,429,"3,510",39.0,38,27,65,37,1,2,64,1,47.4,45.8,36.4,82.2,693,1463,0.97,0.69,1.67,0.95,1.64,1.21,0.93,2.15,1.17,2.11,Championship
Watford,32,26.2,53.0,39,429,"3,510",39.0,46,27,73,39,7,7,83,3,49.9,44.6,34.5,79.1,707,1217,1.18,0.69,1.87,1.00,1.69,1.28,0.88,2.16,1.14,2.03,Championship
West Brom,28,27.5,54.0,39,429,"3,510",39.0,47,36,83,46,1,1,67,2,48.1,47.3,37.6,84.9,740,1417,1.21,0.92,2.13,1.18,2.10,1.23,0.96,2.20,1.21,2.18,Championship
Bari,30,28.6,51.0,31,341,"2,790",31.0,31,22,53,28,3,5,85,1,37.0,33.1,27.0,60.0,498,1096,1.00,0.71,1.71,0.90,1.61,1.19,0.87,2.06,1.07,1.94,Serie B
Brescia,26,27.0,46.5,31,341,"2,790",31.0,33,21,54,31,2,2,80,1,36.0,34.5,26.2,60.7,411,998,1.06,0.68,1.74,1.00,1.68,1.16,0.85,2.01,1.11,1.96,Serie B
